track_id,track_genre,set,genre_id
1663,Pop,training,10
1666,Pop,training,10
1673,Experimental,training,38
1680,International,training,2
1681,International,training,2
1682,International,training,2
1683,International,training,2
1684,International,training,2
1685,International,training,2
1686,International,training,2
1687,International,training,2
1688,International,training,2
1689,International,training,2
1701,Folk,training,17
1702,Folk,training,17
1703,Folk,training,17
1704,Folk,training,17
1706,Rock,training,12
1720,Rock,training,12
1732,Experimental,training,38
1733,Experimental,training,38
1735,Experimental,training,38
1736,Experimental,training,38
1883,Rock,training,12
1891,Rock,training,12
1893,Folk,validation,17
1924,Folk,training,17
1925,Folk,training,17
1929,Experimental,training,38
1930,Rock,training,12
2012,Experimental,validation,38
2096,Experimental,training,38
2097,Folk,training,17
2099,Pop,training,10
3263,Folk,validation,17
3264,Folk,validation,17
3265,Folk,validation,17
3266,Folk,validation,17
3270,Folk,training,17
3271,Folk,training,17
3272,Folk,training,17
3273,Folk,training,17
3274,Folk,training,17
3492,Rock,training,12
3532,Pop,training,10
3533,Pop,training,10
3534,Pop,training,10
3535,Pop,training,10
3537,Pop,training,10
3538,Pop,training,10
3573,Electronic,training,15
3598,Folk,training,17
3624,Rock,test,12
3707,Folk,training,17
3708,Folk,training,17
3720,Rock,training,12
3721,Rock,training,12
3722,Rock,training,12
3724,Rock,training,12
3725,Rock,training,12
3761,Rock,training,12
3762,Rock,training,12
3763,Rock,training,12
3765,Rock,training,12
3766,Rock,training,12
3775,International,training,2
3776,International,training,2
3777,International,training,2
3778,International,training,2
3779,International,training,2
3832,Folk,training,17
3833,Rock,training,12
3840,Rock,training,12
3880,Folk,training,17
3895,International,training,2
3896,International,training,2
3904,Folk,training,17
3905,Folk,training,17
3906,Folk,training,17
3908,Folk,training,17
3909,Folk,training,17
3910,Folk,training,17
3911,Folk,training,17
3912,Folk,training,17
3913,Folk,training,17
3920,Folk,training,17
3921,Folk,training,17
3950,Rock,training,12
4013,Folk,training,17
4017,Folk,training,17
4022,Rock,validation,12
4037,Folk,training,17
4066,Folk,training,17
4067,Folk,training,17
4068,Folk,training,17
4069,Folk,training,17
4070,International,training,2
4071,International,training,2
4072,International,training,2
4073,International,training,2
4074,International,training,2
4075,International,training,2
4076,International,training,2
4077,International,training,2
4078,International,training,2
4079,International,training,2
4080,International,training,2
4091,International,training,2
4092,International,training,2
4093,International,training,2
4094,International,training,2
4095,International,training,2
4096,International,training,2
4097,International,training,2
4098,International,training,2
4099,International,training,2
4100,International,training,2
4101,International,training,2
4102,International,training,2
4103,International,training,2
4108,Rock,test,12
4232,International,training,2
4233,International,training,2
4234,International,training,2
4235,International,training,2
4236,International,training,2
4239,International,training,2
4450,Folk,training,17
4507,International,training,2
4508,International,training,2
4509,International,training,2
4510,International,training,2
4511,International,training,2
4519,Electronic,training,15
4520,Electronic,training,15
4521,Electronic,training,15
4522,Electronic,training,15
4682,Hip-Hop,training,21
4684,Hip-Hop,training,21
4685,Hip-Hop,training,21
4688,Hip-Hop,training,21
4777,Rock,training,12
4778,Rock,training,12
4779,Rock,training,12
4780,Rock,training,12
4781,Rock,training,12
4782,Rock,training,12
4784,Rock,training,12
4785,Rock,training,12
4786,Rock,training,12
4787,Rock,training,12
4788,Rock,training,12
4799,Rock,training,12
4835,Rock,training,12
4836,Rock,training,12
4838,Rock,training,12
4846,International,training,2
4848,International,training,2
4849,International,training,2
5006,Rock,training,12
5156,Folk,training,17
5157,Folk,training,17
5158,Folk,training,17
5159,Folk,training,17
5169,Folk,training,17
5170,Folk,training,17
5171,Folk,training,17
5191,Pop,validation,10
5264,Hip-Hop,training,21
5268,Hip-Hop,training,21
5376,Folk,training,17
5381,Folk,training,17
5521,Experimental,training,38
5879,Folk,training,17
5936,Folk,training,17
5940,Folk,training,17
6329,International,training,2
6330,International,training,2
6331,International,validation,2
6332,International,training,2
6333,International,validation,2
6342,International,training,2
6354,International,training,2
6357,International,training,2
6358,International,validation,2
6360,International,training,2
6363,International,validation,2
6366,International,training,2
6367,International,training,2
6368,International,validation,2
6370,International,training,2
6372,International,validation,2
6373,International,training,2
6376,International,validation,2
6379,International,training,2
6380,International,validation,2
6381,International,training,2
6382,International,training,2
6383,International,training,2
6385,International,validation,2
6387,International,training,2
6389,International,training,2
6390,International,validation,2
6393,International,training,2
6394,International,training,2
6396,International,training,2
6406,Folk,training,17
6407,Folk,training,17
6439,Hip-Hop,training,21
6440,Hip-Hop,training,21
6442,Hip-Hop,training,21
6443,Hip-Hop,training,21
6448,Hip-Hop,training,21
6459,International,training,2
6461,Folk,validation,17
6463,Folk,validation,17
6467,Folk,validation,17
6469,International,training,2
6517,Rock,training,12
6519,Rock,training,12
6603,Hip-Hop,training,21
6605,Hip-Hop,training,21
6606,Hip-Hop,training,21
6607,Hip-Hop,training,21
6608,Hip-Hop,training,21
6609,Hip-Hop,training,21
6610,Hip-Hop,training,21
6611,Hip-Hop,training,21
6674,Experimental,training,38
6675,Experimental,training,38
6677,Experimental,training,38
6679,Experimental,training,38
6680,Experimental,training,38
6684,Experimental,training,38
6762,Folk,validation,17
6776,Rock,training,12
6778,Rock,training,12
6779,Folk,validation,17
6782,Folk,validation,17
6783,Folk,validation,17
6788,Rock,training,12
6802,International,training,2
6803,International,training,2
6854,Folk,training,17
6855,Folk,training,17
6856,Folk,training,17
6857,Folk,training,17
7011,Electronic,validation,15
7373,Experimental,test,38
7374,Experimental,test,38
7375,Experimental,test,38
7376,Experimental,test,38
7377,Experimental,test,38
7378,Experimental,test,38
7379,Experimental,test,38
7381,Experimental,test,38
7383,Experimental,test,38
7385,Experimental,test,38
7386,Experimental,test,38
7388,Experimental,test,38
7391,Experimental,test,38
7393,Experimental,test,38
7481,Hip-Hop,training,21
7482,Hip-Hop,training,21
7483,Hip-Hop,training,21
7487,Hip-Hop,training,21
7488,Hip-Hop,training,21
7489,Hip-Hop,training,21
7490,Hip-Hop,training,21
7491,Hip-Hop,training,21
7492,Hip-Hop,training,21
7495,Rock,training,12
7526,Pop,training,10
7527,Pop,training,10
7528,Pop,training,10
7529,Pop,training,10
7548,Experimental,training,38
7554,Experimental,training,38
7709,Folk,training,17
7710,Folk,training,17
7711,Folk,training,17
7712,Folk,training,17
7713,Folk,training,17
7872,Rock,training,12
8056,Rock,training,12
8208,Rock,training,12
8256,Folk,training,17
8259,Folk,training,17
8261,Folk,training,17
8345,Experimental,training,38
8357,Experimental,training,38
8363,Experimental,training,38
8372,Experimental,training,38
8416,Experimental,training,38
9152,Experimental,training,38
9155,Experimental,test,38
9307,Experimental,training,38
9476,Experimental,training,38
9477,Experimental,training,38
9491,Rock,training,12
9505,Experimental,training,38
9511,Rock,training,12
9512,International,training,2
9513,Rock,training,12
9550,Rock,validation,12
9553,Rock,validation,12
9555,Rock,validation,12
9557,Rock,validation,12
9559,Rock,validation,12
9560,Rock,validation,12
9678,Experimental,training,38
9721,Experimental,training,38
9846,Experimental,training,38
9887,Folk,training,17
9888,Folk,training,17
9918,Experimental,training,38
9962,Rock,training,12
10186,International,training,2
10192,Hip-Hop,training,21
10250,Instrumental,test,1235
10374,Experimental,training,38
10375,Experimental,training,38
10376,Experimental,training,38
10377,Experimental,training,38
10381,Folk,test,17
10382,Folk,test,17
10383,Folk,test,17
10384,Folk,test,17
10385,Folk,test,17
10386,Folk,test,17
10387,Folk,test,17
10388,Folk,test,17
10389,Folk,test,17
10435,Experimental,training,38
10438,Folk,test,17
10439,Folk,test,17
10440,Folk,test,17
10441,Folk,test,17
10442,Folk,test,17
10443,Folk,test,17
10444,Folk,test,17
10447,Folk,test,17
10458,Folk,training,17
10480,Folk,test,17
10481,Folk,test,17
10485,Folk,test,17
10521,Experimental,training,38
10527,Experimental,training,38
10535,Experimental,training,38
10541,Experimental,training,38
10575,Folk,training,17
10577,Folk,training,17
10668,Rock,training,12
10669,Rock,training,12
10670,Rock,training,12
10671,Rock,training,12
10672,Rock,training,12
10673,Rock,training,12
10674,Rock,training,12
10675,Rock,training,12
10676,Rock,training,12
10677,Rock,training,12
10678,Folk,test,17
10679,Folk,test,17
10682,Folk,test,17
10684,Folk,test,17
10693,Hip-Hop,training,21
10694,Hip-Hop,training,21
10695,Hip-Hop,training,21
10696,Hip-Hop,training,21
10697,Hip-Hop,training,21
10698,Hip-Hop,training,21
10699,Hip-Hop,training,21
10805,Pop,training,10
10806,Pop,training,10
10807,Pop,training,10
10808,Pop,training,10
10809,Pop,training,10
10810,Pop,training,10
10983,Experimental,training,38
10992,Folk,test,17
10993,Folk,test,17
11019,Experimental,test,38
11020,Experimental,test,38
11059,Folk,test,17
11198,Pop,training,10
11199,Pop,training,10
11200,Pop,test,10
11204,Hip-Hop,test,21
11206,Electronic,training,15
11234,Experimental,training,38
11237,Experimental,training,38
11239,Experimental,training,38
11242,Experimental,training,38
11261,Pop,training,10
11262,Electronic,training,15
11264,Rock,training,12
11268,Rock,training,12
11298,Hip-Hop,training,21
11299,Hip-Hop,training,21
11306,Rock,training,12
11333,Experimental,training,38
11334,Experimental,training,38
11503,Folk,test,17
11504,Folk,test,17
11505,Folk,test,17
11508,Folk,test,17
11544,Experimental,training,38
11638,Instrumental,training,1235
11671,International,training,2
11672,International,training,2
11673,International,training,2
11674,International,training,2
11675,International,training,2
11677,International,training,2
11679,International,training,2
11681,International,training,2
11682,International,training,2
11683,International,training,2
11763,Hip-Hop,training,21
11764,Hip-Hop,training,21
11765,Hip-Hop,training,21
11766,Hip-Hop,training,21
11767,Hip-Hop,training,21
11768,Hip-Hop,training,21
11769,Hip-Hop,training,21
11770,Hip-Hop,training,21
11771,Hip-Hop,training,21
11772,Hip-Hop,training,21
11773,Hip-Hop,training,21
11774,Hip-Hop,training,21
11775,Hip-Hop,training,21
11776,Hip-Hop,training,21
11777,Hip-Hop,training,21
11778,Hip-Hop,training,21
11779,Hip-Hop,training,21
11780,Hip-Hop,training,21
11781,Hip-Hop,training,21
11782,Hip-Hop,training,21
11783,Hip-Hop,training,21
11784,Hip-Hop,training,21
11785,Hip-Hop,training,21
11786,Hip-Hop,training,21
11787,Hip-Hop,training,21
11788,Hip-Hop,training,21
11789,Hip-Hop,training,21
11790,Hip-Hop,training,21
11791,Hip-Hop,training,21
11792,Hip-Hop,training,21
11793,Hip-Hop,training,21
11794,Hip-Hop,training,21
11795,Hip-Hop,training,21
11803,Hip-Hop,validation,21
11818,Hip-Hop,training,21
11839,Hip-Hop,training,21
11861,Hip-Hop,training,21
11862,Hip-Hop,training,21
11867,Hip-Hop,training,21
11868,Hip-Hop,training,21
11916,Hip-Hop,training,21
11917,Hip-Hop,training,21
11918,Hip-Hop,training,21
11919,Hip-Hop,training,21
11920,Hip-Hop,training,21
11921,Hip-Hop,training,21
11922,Hip-Hop,training,21
11933,Rock,training,12
11937,Pop,training,10
11942,Electronic,training,15
11946,Experimental,training,38
11947,Experimental,training,38
11951,Experimental,training,38
12045,Folk,test,17
12046,Folk,test,17
12047,Folk,test,17
12048,Folk,test,17
12049,Folk,test,17
12050,Folk,test,17
12051,Folk,test,17
12052,Folk,test,17
12053,Folk,test,17
12058,Folk,test,17
12059,Folk,test,17
12060,Folk,test,17
12061,Folk,test,17
12062,Folk,test,17
12064,Folk,test,17
12065,Folk,test,17
12066,Folk,test,17
12067,Folk,test,17
12109,International,training,2
12146,Pop,training,10
12147,Pop,training,10
12173,Hip-Hop,training,21
12174,Hip-Hop,training,21
12179,Pop,test,10
12188,Pop,validation,10
12189,Electronic,training,15
12346,Experimental,training,38
12348,Folk,training,17
12349,Folk,training,17
12350,Folk,training,17
12351,Folk,training,17
12352,Folk,training,17
12353,Folk,training,17
12355,Folk,training,17
12376,Pop,training,10
12387,Pop,test,10
12390,Pop,test,10
12394,Hip-Hop,training,21
12481,Folk,test,17
12482,Folk,test,17
12484,Folk,test,17
12485,Folk,test,17
12486,Folk,test,17
12487,Folk,test,17
12488,Folk,test,17
12489,Folk,test,17
12490,Folk,test,17
12508,Folk,test,17
12513,Folk,test,17
12514,Folk,test,17
12518,Pop,test,10
12521,Rock,test,12
12526,Hip-Hop,validation,21
12527,Pop,validation,10
12530,Pop,training,10
12531,Hip-Hop,training,21
12532,Pop,training,10
12537,Pop,training,10
12551,Pop,training,10
12552,Pop,training,10
12654,Pop,training,10
12690,International,test,2
12691,International,test,2
12692,International,test,2
12737,Experimental,training,38
12985,Folk,training,17
12986,Folk,training,17
13191,Pop,training,10
13197,Pop,training,10
13199,Hip-Hop,training,21
13201,Hip-Hop,validation,21
13218,Pop,training,10
13220,Pop,training,10
13325,Rock,training,12
13328,Pop,test,10
13362,Pop,training,10
13378,Pop,training,10
13474,Electronic,validation,15
13537,International,training,2
13538,International,training,2
13539,International,training,2
13540,International,training,2
13556,Rock,validation,12
13561,Hip-Hop,training,21
13562,Electronic,training,15
13566,Hip-Hop,training,21
13571,Electronic,training,15
13578,Experimental,test,38
13591,Hip-Hop,validation,21
13596,Rock,training,12
13666,Rock,test,12
13668,Electronic,training,15
13670,Hip-Hop,training,21
13706,Electronic,test,15
13707,Electronic,test,15
13708,Electronic,test,15
13709,Electronic,test,15
13710,Electronic,test,15
13711,Electronic,test,15
13735,Hip-Hop,training,21
13747,Hip-Hop,training,21
13748,Hip-Hop,training,21
13749,Hip-Hop,training,21
13767,Hip-Hop,training,21
13768,Hip-Hop,training,21
13804,Hip-Hop,training,21
13927,Folk,training,17
13928,Folk,training,17
13929,Folk,training,17
13930,Folk,training,17
14063,Electronic,training,15
14208,Electronic,training,15
14315,International,validation,2
14316,International,validation,2
14317,International,validation,2
14318,International,validation,2
14319,International,validation,2
14320,International,validation,2
14344,Electronic,training,15
14358,Hip-Hop,training,21
14363,Hip-Hop,validation,21
14365,Hip-Hop,validation,21
14386,Hip-Hop,training,21
14391,Hip-Hop,validation,21
14538,Hip-Hop,training,21
14539,Hip-Hop,training,21
14541,Hip-Hop,training,21
14542,Hip-Hop,training,21
14568,Instrumental,training,1235
14569,Instrumental,training,1235
14570,Instrumental,training,1235
14571,Instrumental,training,1235
14572,Instrumental,training,1235
14576,Instrumental,training,1235
14577,Instrumental,training,1235
14578,Instrumental,training,1235
14579,Instrumental,training,1235
14580,Instrumental,training,1235
14581,Instrumental,training,1235
14583,Instrumental,training,1235
14584,Instrumental,training,1235
14585,Instrumental,training,1235
14586,Instrumental,training,1235
14588,Instrumental,training,1235
14589,Instrumental,training,1235
14590,Instrumental,training,1235
14601,International,test,2
14602,International,test,2
14603,International,test,2
14604,International,test,2
14653,Rock,test,12
14661,Folk,training,17
14663,Pop,test,10
14684,Folk,training,17
14690,Experimental,test,38
14693,Folk,training,17
14733,Rock,test,12
14734,Rock,test,12
14735,Rock,test,12
14736,Rock,test,12
14737,Rock,test,12
14738,Rock,test,12
14739,Rock,test,12
14740,Rock,test,12
14741,Rock,test,12
14742,Rock,test,12
14743,Rock,test,12
14744,Rock,test,12
14745,Rock,test,12
14809,Folk,training,17
14869,Electronic,validation,15
15094,Experimental,test,38
15210,Hip-Hop,training,21
15464,Experimental,training,38
15469,Experimental,training,38
15471,Experimental,training,38
15475,Experimental,training,38
15476,Experimental,training,38
15487,International,training,2
15488,International,training,2
15540,Experimental,training,38
15541,Experimental,training,38
15542,Experimental,training,38
15543,Experimental,training,38
15625,Experimental,training,38
15769,Electronic,validation,15
15770,Electronic,validation,15
15771,Electronic,validation,15
15772,Electronic,validation,15
15773,Electronic,validation,15
15880,International,training,2
16095,Pop,training,10
16155,Pop,training,10
16158,Pop,training,10
16162,Hip-Hop,training,21
16163,Pop,training,10
16334,International,training,2
16337,Pop,test,10
16338,Pop,test,10
16339,Pop,test,10
16340,Pop,test,10
16354,Rock,training,12
16743,International,training,2
16744,International,training,2
16745,International,training,2
16747,International,training,2
16819,Rock,training,12
16820,Rock,training,12
16821,Rock,training,12
16822,Rock,training,12
16878,Hip-Hop,training,21
16879,Hip-Hop,training,21
16880,Hip-Hop,training,21
16895,Pop,validation,10
16994,Rock,test,12
16995,Rock,test,12
16997,Rock,test,12
17132,Folk,training,17
17344,Pop,validation,10
17345,Pop,validation,10
17462,Rock,training,12
17491,Hip-Hop,training,21
17496,Hip-Hop,training,21
17499,Hip-Hop,training,21
17500,Hip-Hop,training,21
17573,Experimental,training,38
17588,Electronic,training,15
17605,International,training,2
17606,International,training,2
17607,International,training,2
17608,International,training,2
17609,International,training,2
17610,International,training,2
17611,International,training,2
17631,International,training,2
17632,International,training,2
17633,International,training,2
17634,International,training,2
17635,International,training,2
17636,International,training,2
17637,International,training,2
17644,Experimental,training,38
17735,Rock,training,12
17782,Hip-Hop,training,21
17884,Electronic,training,15
17906,Pop,training,10
18031,International,training,2
18032,International,training,2
18033,International,training,2
18034,International,training,2
18037,International,validation,2
18038,International,validation,2
18039,International,validation,2
18043,International,training,2
18044,International,training,2
18112,Experimental,test,38
18124,Experimental,training,38
18144,Pop,training,10
18145,Pop,training,10
18146,Pop,training,10
18159,Folk,training,17
18197,Rock,training,12
18350,Folk,test,17
18607,Rock,training,12
18611,Rock,training,12
18876,Experimental,training,38
18877,Experimental,training,38
18887,Rock,training,12
19073,Pop,training,10
19074,Pop,training,10
19179,Rock,training,12
19184,Rock,training,12
19187,Rock,training,12
19192,Experimental,training,38
19412,Pop,training,10
19413,Pop,training,10
19415,Pop,training,10
19416,Pop,training,10
19417,Pop,training,10
19418,Pop,training,10
19420,Pop,training,10
19422,Pop,training,10
19423,Pop,training,10
19425,Pop,training,10
19438,Hip-Hop,training,21
19439,Hip-Hop,test,21
19441,Pop,training,10
19442,Pop,training,10
19459,International,training,2
19673,International,validation,2
19674,International,validation,2
19685,Rock,test,12
19689,Pop,validation,10
19707,Folk,training,17
19708,Folk,training,17
19729,Hip-Hop,training,21
19758,Pop,training,10
19759,Pop,training,10
19760,Pop,training,10
19889,International,training,2
19890,International,training,2
19891,International,training,2
20050,Rock,training,12
20296,Experimental,test,38
20361,Instrumental,training,1235
20362,Instrumental,training,1235
20364,Instrumental,training,1235
20365,Instrumental,training,1235
20366,Instrumental,training,1235
20369,Instrumental,training,1235
20372,Instrumental,training,1235
20373,Instrumental,training,1235
20374,Instrumental,training,1235
20375,Instrumental,training,1235
20376,Instrumental,training,1235
20424,Experimental,training,38
20432,International,training,2
20469,Hip-Hop,training,21
20667,Electronic,test,15
20704,Pop,training,10
20818,Experimental,validation,38
21058,Experimental,training,38
21085,Electronic,training,15
21087,Folk,training,17
21167,Electronic,training,15
21228,Hip-Hop,training,21
21231,Pop,training,10
21232,Pop,training,10
21400,Pop,training,10
21401,Pop,training,10
21402,Pop,training,10
21403,Pop,training,10
21404,Pop,training,10
21409,Pop,training,10
21422,Electronic,training,15
21565,Pop,validation,10
21587,Pop,validation,10
21657,Pop,training,10
21672,Pop,training,10
21676,Pop,training,10
21677,Pop,training,10
21707,Folk,training,17
21774,Experimental,training,38
21842,Electronic,training,15
21859,Rock,training,12
21860,Rock,training,12
21891,Electronic,training,15
21895,Electronic,training,15
21995,Pop,test,10
21996,Pop,test,10
21997,Pop,test,10
21998,Pop,test,10
21999,Pop,test,10
22000,Pop,test,10
22001,Pop,test,10
22088,Hip-Hop,training,21
22091,Hip-Hop,training,21
22093,Rock,training,12
22094,Hip-Hop,training,21
22095,Electronic,training,15
22097,Pop,training,10
22150,Experimental,validation,38
22295,Hip-Hop,training,21
22296,Hip-Hop,validation,21
22315,International,validation,2
22348,Pop,training,10
22472,Pop,training,10
22473,Pop,training,10
22474,Pop,training,10
22475,Pop,training,10
22476,Pop,training,10
22477,Pop,training,10
22478,Pop,training,10
22479,Pop,training,10
22480,Pop,training,10
22481,Pop,training,10
23010,Electronic,test,15
23013,Electronic,training,15
23014,Folk,validation,17
23015,Folk,training,17
23016,Electronic,training,15
23037,Rock,training,12
23039,Pop,training,10
23041,Rock,test,12
23063,Experimental,test,38
23155,International,training,2
23156,International,training,2
23172,Rock,training,12
23329,Experimental,validation,38
23353,Electronic,training,15
23355,Electronic,validation,15
23371,Folk,training,17
23372,Electronic,training,15
23505,Electronic,training,15
23862,Electronic,test,15
24216,Experimental,training,38
24217,Experimental,training,38
24218,Experimental,training,38
24362,International,training,2
24363,International,training,2
24364,International,training,2
24365,International,training,2
24366,International,training,2
24367,International,training,2
24368,International,training,2
24369,International,training,2
24370,International,training,2
24371,International,training,2
24418,Hip-Hop,training,21
24420,Hip-Hop,training,21
24421,Hip-Hop,training,21
24422,Hip-Hop,training,21
24423,Hip-Hop,training,21
24424,Hip-Hop,training,21
24425,Hip-Hop,training,21
24426,Hip-Hop,training,21
24427,Hip-Hop,training,21
24428,Hip-Hop,training,21
24429,Hip-Hop,training,21
24430,Hip-Hop,training,21
24431,Hip-Hop,training,21
24432,Hip-Hop,training,21
24512,Experimental,training,38
24515,Experimental,training,38
24521,Experimental,training,38
24524,Experimental,training,38
24698,International,training,2
24699,International,training,2
24700,International,training,2
24701,International,training,2
24702,International,training,2
24717,International,training,2
24720,International,training,2
24739,International,training,2
24741,International,training,2
24742,International,training,2
24745,International,training,2
24746,International,training,2
24747,International,training,2
24748,International,training,2
24749,International,training,2
24842,International,training,2
24898,Experimental,training,38
24899,Experimental,training,38
24901,Experimental,training,38
24912,Experimental,training,38
24915,Experimental,training,38
24917,Experimental,training,38
24963,Experimental,training,38
24975,Experimental,training,38
24983,Experimental,training,38
25028,International,validation,2
25029,International,validation,2
25030,International,validation,2
25031,International,validation,2
25032,International,validation,2
25033,International,validation,2
25055,Pop,test,10
25063,Experimental,training,38
25066,Electronic,training,15
25104,Pop,training,10
25124,Pop,training,10
25215,International,training,2
25216,International,training,2
25227,International,training,2
25232,International,training,2
25233,International,training,2
25234,International,training,2
25235,International,training,2
25324,Experimental,training,38
25378,Electronic,training,15
25601,International,training,2
25603,International,training,2
25605,International,training,2
25606,International,training,2
25608,International,training,2
25609,International,training,2
25668,International,validation,2
25669,International,validation,2
25670,International,validation,2
25795,International,training,2
25796,International,training,2
25797,International,training,2
25802,International,training,2
25804,International,training,2
26007,Hip-Hop,training,21
26008,Hip-Hop,training,21
26010,Hip-Hop,training,21
26011,Hip-Hop,training,21
26012,Hip-Hop,training,21
26013,Hip-Hop,training,21
26014,Hip-Hop,training,21
26016,Hip-Hop,training,21
26017,Hip-Hop,training,21
26020,Hip-Hop,training,21
26021,Hip-Hop,training,21
26022,Hip-Hop,training,21
26025,Hip-Hop,training,21
26026,Hip-Hop,training,21
26034,Hip-Hop,training,21
26035,Hip-Hop,training,21
26036,Hip-Hop,training,21
26169,Pop,training,10
26174,Pop,training,10
26298,Pop,training,10
26301,Experimental,training,38
26302,Folk,training,17
26307,Experimental,training,38
26322,Experimental,training,38
26464,Folk,training,17
26465,Folk,training,17
26466,Folk,training,17
26583,Experimental,training,38
26600,Experimental,training,38
26605,Experimental,training,38
26629,Electronic,training,15
26638,Rock,training,12
26639,Rock,training,12
26640,Rock,training,12
26641,Rock,training,12
26642,Rock,training,12
26643,Rock,training,12
26651,Electronic,training,15
26652,Electronic,training,15
26653,Electronic,training,15
26654,Electronic,training,15
26655,Electronic,training,15
26656,Electronic,training,15
26657,Electronic,training,15
26658,Electronic,training,15
26659,Electronic,training,15
26674,Rock,training,12
26681,Rock,training,12
26754,Pop,training,10
26765,Pop,training,10
26859,Electronic,test,15
26861,Electronic,test,15
26902,Electronic,test,15
26904,Electronic,test,15
26905,Electronic,test,15
26906,Electronic,test,15
27164,Pop,training,10
27177,Electronic,training,15
27194,International,training,2
27195,International,training,2
27197,International,training,2
27198,International,training,2
27258,Folk,training,17
27406,Electronic,training,15
27454,Experimental,training,38
27455,Experimental,training,38
27456,Experimental,training,38
27547,Pop,training,10
27548,Pop,training,10
27549,Pop,training,10
27550,Pop,training,10
27551,Pop,training,10
27552,Pop,training,10
27609,International,training,2
27610,International,training,2
27611,International,training,2
27612,International,training,2
27613,International,training,2
27667,Electronic,training,15
27673,Electronic,training,15
27797,Pop,training,10
27798,Electronic,validation,15
27799,Hip-Hop,training,21
27802,Pop,training,10
27803,Experimental,training,38
27804,Folk,training,17
27805,Pop,training,10
27855,Folk,training,17
27856,Folk,training,17
27866,Experimental,training,38
27945,Experimental,training,38
27953,International,training,2
27975,International,training,2
27978,International,training,2
27981,International,training,2
27987,International,training,2
28070,Rock,test,12
28072,Rock,test,12
28179,Electronic,test,15
28241,Experimental,training,38
28260,Rock,training,12
28266,Rock,test,12
28274,Rock,validation,12
28375,Experimental,validation,38
28376,Experimental,validation,38
28477,Pop,training,10
28478,Pop,training,10
28479,Pop,training,10
28480,Pop,training,10
28481,Pop,training,10
28482,Pop,training,10
28483,Pop,training,10
28484,Pop,training,10
28485,Pop,training,10
28546,Electronic,training,15
28548,Electronic,training,15
28553,Electronic,training,15
28571,Experimental,training,38
28608,Pop,training,10
28692,Rock,test,12
28802,Pop,test,10
29037,Electronic,validation,15
29039,Electronic,validation,15
29040,Electronic,validation,15
29041,Electronic,validation,15
29042,Electronic,validation,15
29043,Electronic,validation,15
29044,Electronic,validation,15
29045,Pop,training,10
29128,Pop,training,10
29180,Pop,training,10
29243,Pop,training,10
29245,Pop,training,10
29255,Pop,training,10
29271,Pop,training,10
29272,Experimental,training,38
29350,International,validation,2
29351,International,test,2
29355,International,training,2
29465,Experimental,training,38
29480,Folk,training,17
29526,Electronic,validation,15
29528,Electronic,validation,15
29530,Electronic,validation,15
29587,Hip-Hop,training,21
29602,Hip-Hop,training,21
29673,Electronic,training,15
29718,Hip-Hop,training,21
29719,Hip-Hop,training,21
29720,Hip-Hop,training,21
29721,Hip-Hop,training,21
29738,Experimental,training,38
29739,Experimental,training,38
29740,Experimental,training,38
29741,Experimental,training,38
29742,Experimental,training,38
29744,Experimental,training,38
29745,Experimental,training,38
29746,Experimental,training,38
29747,Experimental,training,38
29750,Experimental,training,38
29752,Experimental,training,38
29807,Rock,training,12
29813,Rock,training,12
29816,Electronic,training,15
